,DEPARTMENT,SECTION,LOCATION,DETAIL LOCATION,TANGGAL TERIMA BARANG,JENIS  MOBIL,BULAN ASET,TAHUN ASET,SPESIFIKASI,PIC LANGSUNG,HARGA BELI,MERK,TYPE,NOPOL,NOPOL LAMA,NO RANGKA,NO MESIN,TAHUN REGISTRASI,TAHUN PEMBUATAN,KETOGORI USIA,USIA,KEBERADAAN BPKB,NO BPKB,NAMA DI BPKB,ALAMAT BPKB,KEBERADAAN FAKTUR & SERTIFIKAT,NO FAKTUR,WARNA KABIN,WARNA BOX,WARNA PLAT,TIPE KAROSERI / BOX,PANJANG KAROSERI LUAR,LEBAR KAROSERI LUAR,TINGGI KAROSERI LUAR,KEBERADAAN PAJAK,NO PAJAK,NAMA PAJAK,ALAMAT PAJAK,STATUS STNK,NO STNK,NAMA STNK,ALAMAT STNK,VENDOR GPS,GPS,IMEI/SN,NO HP GPS,JENIS JARINGAN,PAJAK,STNK,BIAYA PAJAK,JATUH TEMPO PAJAK,JATUH TEMPO STNK,MONTH,NO KEUR,EXP KIR,JATUH TEMPO KIR,MONTH,STATUS KEUR,SO 1 JULI 25,KEY
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,31/05/2021,WING BOX,05,2021,,,,HINO,FL8JW1A-BGJ (FL235JW) TRONTON (6X2),B 9379 TEZ,,MJEFL8JW1LJB25151,J08EUGJ-78065,,2020,6-10 Tahun,6,ADA,Q-07572582,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,FN368072,MERAH,,KUNING,BESI,9.70,2.48,2.84,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,862631036747656,085170146988C,,19/05/2026,19/05/2026,Rp2.325.000,-80,-80,5,JKT2108979,23/03/2026,-23,3,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,HOTEL GRAND SOHO,HOTEL GRAND SOHO,,BLIND VAN,05,2016,,,,SUZUKI,GC 415 V APV SDX A/T,B 1601 PYO,,MHYGDN42VGJ-405250,G15AID-374218,,2016,11-15 Tahun,10,ADA,M-07755692,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,R4789330,PUTIH METALIK,,HITAM,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOBIL PRIBADI,,,27/05/2026,27/05/2026,Rp2.810.000,-88,-88,5,,,,,,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,PEKANBARU,PEKANBARU,,PICK UP BOX,05,2016,,,,SUZUKI,GC415T (4X2) M/T,B 9123 PCL,,MHYGDN41TGJ-421363,G15AID-373522,,2016,11-15 Tahun,10,ADA,M-07755681,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,R4789325,PUTIH,,HITAM,BESI,206,170,180,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - BIASA,,,,27/05/2026,27/05/2026,Rp2.291.300,-88,-88,5,JKT1615543,09/08/2026,-162,8,RESMI,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,OPERASIONAL,CABANG,KENDARI,KENDARI,,PICK UP BOX,05,2016,,,,SUZUKI,GC 415 T (4X2) M/T,B 9130 PCL,,MHYGDN41TGJ-422124,G15AID-374477,,2016,11-15 Tahun,10,ADA,M-07755808,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,R4789329,PUTIH,,HITAM,ALUMUNIUM,254,178,168,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,,,,27/05/2026,27/05/2026,Rp2.291.300,-88,-88,5,JKT1614921,30/04/2026,-61,4,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,MEDAN,MEDAN,,PICK UP BOX,05,2016,,,,SUZUKI,GC415T (4X2) M/T,B 9129 PCL,OK,MHYGDN41TGJ-421194,G15AID-373514,,2016,11-15 Tahun,10,ADA,M-07755807,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,R4789326,PUTIH,,HITAM,ALUMUNIUM,255,175,168,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - BIASA,,,,27/05/2026,27/05/2026,Rp2.291.300,-88,-88,5,JKT1615514,02/06/2026,-94,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,PADANG,PADANG,,PICK UP BOX,05,2016,,,,SUZUKI,GC415T (4X2) M/T,B 9127 PCL,,MHYGDN41TGJ-421195,G15AID-373489,,2016,11-15 Tahun,10,ADA,M-07755693,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,R4789323,PUTIH,,HITAM,FIBER,255,175,170,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - BIASA,,,,27/05/2026,27/05/2026,Rp2.291.300,-88,-88,5,JKT1614925,30/06/2026,-122,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,PALEMBANG,PALEMBANG,,PICK UP BOX,05,2016,,,,SUZUKI,GC415T (4X2) M/T,B 9128 PCL,,MHYGDN41TGJ-421390,G15AID-373599,,2016,11-15 Tahun,10,ADA,M-07755695,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,R4789324,PUTIH,,HITAM,FIBER,255,175,165,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - BIASA,,,,27/05/2026,27/05/2026,Rp2.291.300,-88,-88,5,JKT1614926,14/04/2026,-45,4,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,BANJARMASIN,BANJARMASIN,,CDD LONG,05,2016,,,,TOYOTA,DYNA 130 XT LONG,B 9145 PCL,,MHFC1JU43G5139094,W04DT-RR32715,,2016,11-15 Tahun,10,ADA,M-07764816,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,JKF/00006/JU43/2016,MERAH,,HITAM,BESI,590,210,230,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,868998036285225,08115971914C,,03/06/2026,03/06/2026,Rp5.175.700,-95,-95,6,JKT1615480,30/06/2026,-122,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,30/05/2016,WING BOX,05,2016,,,,HINO,FL8JW1A-BGJ,B 9435 PEU,,MJEFL8JW1GJB10997,J08EUGJ-52857,,2016,11-15 Tahun,10,ADA,M-07821722,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,FN235584,MERAH,,KUNING,,,,,,,,,,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,869467049295893,085170146991C,,11/06/2026,11/06/2026,Rp2.389.000,-103,-103,6,JKT1617313,14/01/2026,45,1,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD STANDART,00,2005,,,,TOYOTA,DYNA BU 343 R,B 9895 TQ,,MHFC1BU4350012917,14B-1767990,,2005,16 Tahun Lebih,21,ADA,P-04055922,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,JA025197,MERAH,,HITAM,BESI,430,200,210,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,,,12/06/2026,12/06/2026,Rp2.246.200,-104,-104,6,BBO1126474,22/02/2026,6,2,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,JAMBI,JAMBI,,PICK UP BOX,09,2021,CARRY,,,SUZUKI,AEV415PCL TYPE 2 (4X2) M/T,B 9190 TXV,,MHYHDC61TMJ-217083,K15BT-1247445,,2021,4-5 Tahun,5,ADA,Q-07592276,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,W4195982,PUTIH SILVER,,KUNING,ALUMUNIUM,257,175,169,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,862273048267801,085170146960C,,17/06/2026,17/06/2026,Rp530.400,-109,-109,6,JKT2111480,09/08/2026,-162,8,RESMI,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,CONTRACT LOGISTICS,CABANG,MNJ-MAKASSAR,MNJ-MAKASSAR,,PICK UP BOX,09,2021,CARRY,,,SUZUKI,AEV415P CL (4X2) M/T,B 9197 TXV,,MHYHDC61TMJ-217108,K15BT-1247148,,2021,4-5 Tahun,5,ADA,Q-07592275,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",TIDAK ADA,W4195981,PUTIH SILVER,,KUNING,ALUMUNIUM,256,176,169,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,862273048266621,085170146959C,,17/06/2026,17/06/2026,Rp788.600,-109,-109,6,JKT211477,30/04/2026,-61,4,RESMI,,FLEET
PT. PELANGI SUKSES CEMERLANG,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD LONG,08,2021,,,,MITSUBISHI,FE74L K (4X2) M/T,B 9213 TXV,,MHMFE74PVMK005226,4D34T-X42815,,2021,4-5 Tahun,5,ADA,Q-07908150,PT. PELANGI SUKSES CEMERLANG,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",ADA,000189/0621/01,MERAH,,KUNING,,,,,,,,,,,PT. PELANGI SUKSES CEMERLANG,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,862273048264865,085170146971C,,06/07/2026,02/07/2026,Rp1.546.400,-128,-124,7,JKT2111836,26/05/2026,-87,5,RESMI,OK,FLEET
PT. PELANGI SUKSES CEMERLANG,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD LONG,08,2021,,,,MITSUBISHI,FE74L K (4X2) M/T,B 9211 TXV,,MHMFE74PVMK005225,4D34T-X42818,,2021,4-5 Tahun,5,ADA,Q-07908149,PT. PELANGI SUKSES CEMERLANG,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",ADA,000065/0621/01,MERAH,,KUNING,,,,,,,,,,,PT. PELANGI SUKSES CEMERLANG,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,862273048245831,085170146970C,,02/07/2026,02/07/2026,Rp1.546.400,-124,-124,7,JKT2111849,25/02/2026,3,2,RESMI,OK,FLEET
PT. LESTARI JAYA RAYA SENTOSA,OPERASIONAL,CABANG,MANADO,MANADO,,CDE STANDART,00,2011,,,,TOYOTA,DYNA 110 ST,B 9538 PCC,,MHFC1JUX1B5005594,W04DT-PJ20848,,2011,11-15 Tahun,15,ADA,I-02382713,PT. LESTARI JAYA RAYA,"JL. LETJEN SUPRAPTO NO.121 BLOK B4 CEMPAKA BARU, KEMAYORAN, JAKARTA PUSAT",ADA,IRF/0504/JUX1/2011,MERAH,,HITAM,BESI,330,185,210,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. LETJEN SUPRAPTO NO.121 BLOK B4 CEMPAKA BARU, KEMAYORAN, JAKARTA PUSAT",,ADA - FULL SENSOR,,,,04/08/2026,04/08/2026,Rp2.788.700,-157,-157,8,JKT802459,02/06/2026,-94,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,01/07/2017,CDD LONG,07,2017,,,,MITSUBISHI,FE84 G (4X2) M/T,B 9047 TYK,B 9323 PCL,MHMFE84P8GK009384,4D34T-P82827,,2016,11-15 Tahun,10,ADA,M-12997734,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,002242/0816/01,MERAH,,KUNING,BESI,590,2.11,200,PROSES PERPANJANG,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,864606048845381,08115969048C,,29/08/2026,29/08/2026,Rp901.900,-182,-182,8,JKT1628578,22/12/2025,68,12,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD LONG,08,2019,,,,MITSUBISHI,FE84 G (4X2) M/T,B 9046 TYK,B 9316 PCP,MHMFE84P8KK016095,4D34T-T40514,,2019,6-10 Tahun,7,ADA,P-04359246,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,000152/0719/01,MERAH,,KUNING,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,868998036258784,08115971879C,,29/08/2026,29/08/2026,Rp1.113.500,-182,-182,8,JKT1921553,12/06/2026,-104,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,31/01/2017,CDD LONG,01,2017,,,,MITSUBISHI,FE84 G (4X2) M/T,B 9320 PCL,,MHMFE84P8GK009375,4D34T-P82831,,2016,11-15 Tahun,10,ADA,M-12997689,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,002241/0816/01,MERAH,,HITAM,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,869604067415736,85193965653,,29/08/2026,29/08/2026,Rp5.088.900,-182,-182,8,JKT1630536,07/07/2026,-129,7,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD LONG,00,2016,,,,MITSUBISHI,FE 84 HDL,B 9322 PCL,,MHMFE84P8GK009382,4D34T-P82844,,2016,11-15 Tahun,10,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,MERAH,,HITAM,,,,,,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,,,29/08/2026,29/08/2026,Rp5.088.900,-182,-182,8,JKT1629067,15/04/2026,-46,4,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD LONG,00,2004,,,,TOYOTA,DYNA LONG 3700,B 9806 IE,,MHFC1BU4340008860,14B-1751433,2019,2004,16 Tahun Lebih,22,ADA,P-03537055,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,JBF/0238/BU43/2004,BIRU,,HITAM,BESI,4.6,2.2,2.37,PROSES PERPANJANG,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,869604067432004,85193965651,,08/09/2026,08/09/2026,Rp2.224.500,-192,-192,9,BKS43017,11/03/3026,-365.253,3,RESMI,,FLEET
PT. MENTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD LOSBAK THREEWAY,00,2020,,,,MITSUBISHI,FE 334,B 9693 TQA,,MHMFE334E2R015190,4D31253553,,2002,16 Tahun Lebih,24,ADA,R-00877560,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",TIDAK ADA,002680/02/EU,MERAH,,HITAM,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,,,08/09/2026,08/09/2026,Rp1.957.000,-192,-192,9,JKT2117227,20/02/2026,8,2,RESMI,OK,FLEET
PT. LESTARI JAYA RAYA,GENERAL AFFAIR,HEAD OFFICE,JAKARTA,JAKARTA,,MOBIL OPERASIONAL,11,2021,,TURISNO,,HONDA,BR-V 1.5 E CVT CKD,B 2669 TVD,,MHRDG1850HJ605112,L15Z12550341,,2017,6-10 Tahun,9,ADA,R-02577032,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,17150109-DG1CH6086-031,HITAM MUTIARA,,HITAM,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOBIL PRIBADI,,,08/11/2026,08/11/2026,ETLE,-253,-253,11,,,,,,,NON FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,BANDUNG,BANDUNG,,PICK UP BOX,00,2011,,,,DAIHATSU,S401RP-PMREJJ-HA,B 9984 PCC,,MHKP3BA1JBK030042,DJ75151,,2011,11-15 Tahun,15,ADA,N-00489720,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",TIDAK ADA,D108-0000000386-11,BIRU SILVER,,HITAM,ALUMUNIUM,251,170,166,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - BIASA,,,,18/11/2026,18/11/2026,Rp1.640.300,-263,-263,11,JKT815708,09/08/2026,-162,8,RESMI,,FLEET
PT. LESTARI JAYA RAYA,GENERAL AFFAIR,HEAD OFFICE,JAKARTA,OPERASIONAL BENGKEL HO,,MOTOR,11,2016,,FLEET,,HONDA,NF11T11C01 M/T,B 3484 PDA,,MH1JBK210GK110264,JBK2E-1109794,,2016,11-15 Tahun,10,ADA,N-00321107,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,FH/AA/349461/P,HITAM,,HITAM,Motor,100,100,100,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,21/11/2026,21/11/2026,,-266,-266,11,,,,,,,FLEET
PT. PELANGI SUKSES CEMERLANG,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDE STANDART,01,2016,,,,MITSUBISHI,FE71 PS (4X2) M/T,B 9610 PCL,,MHMFE71PGGK000552,4D34T-PX9216,,2016,11-15 Tahun,10,ADA,N-00341390,PT. PELANGI SUKSES CEMERLANG,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",ADA,000245/1216/01,MERAH,,HITAM,,,,,ADA,2288777,PT. PELANGI SUKSES CEMERLANG,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",ADA,12934168,PT. PELANGI SUKSES CEMERLANG,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,868998036286405,08115971852C,,06/12/2026,06/12/2026,Rp3.917.100,-281,-281,12,JKT1634671,12/07/2026,-134,7,RESMI,OK,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,PONTIANAK,PONTIANAK,,CDE STANDART,01,2017,,,,MITSUBISHI,FE71 PS,B 9612 PCL,,MHMFE71PGGK000553,4D34T-PX9700,,2016,11-15 Tahun,10,ADA,N-00340978,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,000244/1216/01,MERAH,,HITAM,BESI,330,183,204,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,,,06/12/2026,06/12/2026,Rp3.917.100,-281,-281,12,JKT1634580,02/06/2026,-94,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,BALIKPAPAN,BALIKPAPAN,,CDE STANDART,01,2017,,,,MITSUBISHI,FE71 PS (4X2) M/T,B 9615 PCL,,MHMFE71PGGK000533,4D34T-PX9165,,2016,11-15 Tahun,10,ADA,N-00343294,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,000434/1216/01,MERAH,,HITAM,BESI,330,183,227,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,,,08/12/2026,08/12/2026,Rp4.147.300,-283,-283,12,JKT1505664,23/03/2026,-23,3,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,PICK UP BOX,01,2022,,,,SUZUKI,AEV415PCL TYPE 2 (4X2) M/T,B 9394 TXV,,MHYHDC61TMJ247984,K15BT1321019,,2021,4-5 Tahun,5,LEASING,,PT. LESTARI JARA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,PUTIH SILVER,,KUNING,,,,,,,,,,,PT. LESTARI JARA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - BIASA,,,,10/12/2026,10/12/2026,Rp788.600,-285,-285,12,JKT2122959,18/06/2026,-110,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,SURABAYA,SURABAYA,,PICK UP BOX,01,2022,,,,SUZUKI,AEV415PCL TYPE 2 (4X2) M/T,B 9385 TXV,,MHYHDC61TMJ247795,K15BT1320519,,2021,4-5 Tahun,5,LEASING,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,PUTIH SILVER,,KUNING,ALUMUNIUM,255,175,180,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - BIASA,,,,10/12/2026,10/12/2026,Rp530.400,-285,-285,12,JKT2122958,21/02/2026,7,2,RESMI,OK,FLEET
